"Zeitstempel","Please indicate your first name","year","country","cc","company_id","company_name","commercial_name","NIC_id","ASN","company_market_entry","GSM_license","company_listed","company_listed_exchange","company_listed_year","company_unlisted_year","sh_group_name","sh_group_hq","sh_majority_type","sh_share","sh_share_r","sh_group_pol_entourage","sh_group_pol_type","sh_listed","sh_listed_exchange","sh_listed_year","sh_unlisted_year","sh_mother_group_name","sh_mother_group_hq","sh_mother_type","sh_mother_share","sh_mother_share_r","sh_mother_pol_entourage","sh_mother_pol_type","sh_mother_listed","sh_mother_listed_exchange","sh_mother_listed_year","sh_mother_unlisted_year","ind_name","ind_hq","ind_share","ind_share_r","ind_pol_entourage","ind_pol_type","last_name","last_hq","last_pol_entourage","last_pol_type","last_level","last_level_comp","last_level_comp_type","source_shareholder1","source_shareholder2","source_shareholder3","source_lastshareholder","Based on your coding experience for this particular year of the ISP company, is a validity check more needed than elsewhere?","comments"
"18.08.2023","Ying",2020,"Madagascar","MAG","MAG2","Orange Madagascar (formerly Antaris, Societe Malgache de Mobiles)","Orange","ORG-OM2-AFRINIC","37037",1997,1998,0,"NA","NA","NA","Private investors","unknown","unknown","18.21",18.21,"NA","NA",0,"NA","NA","NA","NA","NA","NA","NA",NA,NA,"NA",NA,"NA","NA","NA","NA","NA","NA",NA,NA,"NA",NA,NA,NA,NA,NA,NA,NA,"Madagascar_Orange_2023_Orbis","NA","NA","NA","No, it should be fine for now (until we implement further intercoder reliability tests)","NA"
"18.08.2023","Ying",2020,"Madagascar","MAG","MAG2","Orange Madagascar (formerly Antaris, Societe Malgache de Mobiles)","Orange","ORG-OM2-AFRINIC","37037",1997,1998,0,"NA","NA","NA","Commada Ltd","Mauritius","NA","5",5,"NA","NA",0,"NA","NA","NA","Terra Mauricia","Mauritius","corporation","50",50,NA,"NA",1,"Mauritius Stock Exchange","2012","0","NA","NA","NA",NA,NA,"NA","Mallac Sim Armelle","Mauritius",0,"NA",3,"Société J.T. Mallac & Cie","corporation","perma.cc/YUX2-9VJ7, Madagascar_Orange_2023_Orbis","perma.cc/5BRM-C62P, Madagascar_Orange_Commada_2023_Orbis, Madagascar_Orange_Terra_2023_Eikon","NA","perma.cc/5BRM-C62P, Madagascar_Orange_Terra Mauricia_2023_Orbis","No, it should be fine for now (until we implement further intercoder reliability tests)","NA"
"18.08.2023","Ying",2020,"Madagascar","MAG","MAG2","Orange Madagascar (formerly Antaris, Societe Malgache de Mobiles)","Orange","ORG-OM2-AFRINIC","37037",1997,1998,0,"NA","NA","NA","Commada Ltd","Mauritius","NA","5",5,"NA","NA",0,"NA","NA","NA","Kibo Capital Partners","Mauritius","finance","50",50,NA,"NA",0,"NA","NA","NA","NA","NA","NA",NA,NA,"NA",NA,NA,NA,NA,NA,NA,NA,"perma.cc/YUX2-9VJ7, Madagascar_Orange_2023_Orbis","perma.cc/5BRM-C62P, Madagascar_Orange_Commada_2023_Orbis","NA","NA","No, it should be fine for now (until we implement further intercoder reliability tests)","NA"
"18.08.2023","Ying",2020,"Madagascar","MAG","MAG2","Orange Madagascar (formerly Antaris, Societe Malgache de Mobiles)","Orange","ORG-OM2-AFRINIC","37037",1997,1998,0,"NA","NA","NA","Kibo Capital Partners","Mauritius","finance","5",5,"NA","NA",0,"NA","NA","NA","NA","NA","NA","NA",NA,NA,"NA",NA,"NA","NA","NA","NA","NA","NA",NA,NA,"NA",NA,NA,NA,NA,NA,NA,NA,"perma.cc/YH4P-XVAW, perma.cc/YUX2-9VJ7, Madagascar_Orange_2023_Orbis","NA","NA","NA","No, it should be fine for now (until we implement further intercoder reliability tests)","NA"
"18.08.2023","Ying",2022,"Madagascar","MAG","MAG3","Telma (also Telecom Malagasy, Telma Mobile)","Telma","ORG-TM3-AFRINIC","37054",1994,2006,0,"NA","NA","NA","Axian Telecom","Mauritius","NA","80.8",80.8,"NA","NA",0,"NA","NA","NA","Hassanein Shahreza Hiridjee","Madagascar","individual/family","100",100,NA,"NA",0,"NA","NA","NA","NA","NA","NA",NA,NA,"NA","NA","NA",NA,"NA",NA,"NA","NA","perma.cc/VJW3-24VH, perma.cc/3FSK-UMX4, Madagascar_Telma_2023_Orbis","perma.cc/VJW3-24VH, Tanzania_Tigo_2022_Orbis(2)","NA","NA","No, it should be fine for now (until we implement further intercoder reliability tests)","NA"
"18.08.2023","Ying",2022,"Madagascar","MAG","MAG3","Telma (also Telecom Malagasy, Telma Mobile)","Telma","ORG-TM3-AFRINIC","37054",1994,2006,0,"NA","NA","NA","unknown","unknown","unknown","19.200000000000003",19.2,"NA","NA",0,"NA","NA","NA","NA","NA","NA","NA",NA,NA,"NA",NA,"NA","NA","NA","NA","NA","NA",NA,NA,"NA",NA,NA,NA,NA,NA,NA,NA,"perma.cc/VJW3-24VH, perma.cc/3FSK-UMX4, Madagascar_Telma_2023_Orbis","perma.cc/VJW3-24VH, Tanzania_Tigo_2022_Orbis(2)","NA","NA","No, it should be fine for now (until we implement further intercoder reliability tests)","NA"
"18.08.2023","Ying",2021,"Madagascar","MAG","MAG3","Telma (also Telecom Malagasy, Telma Mobile)","Telma","ORG-TM3-AFRINIC","37054",1994,2006,0,"NA","NA","NA","Axian Telecom","Mauritius","NA","81",81,"NA","NA",0,"NA","NA","NA","Hassanein Shahreza Hiridjee","Madagascar","individual/family","100",100,NA,"NA",0,"NA","NA","NA","NA","NA","NA",NA,NA,"NA","NA","NA",NA,"NA",NA,"NA","NA","perma.cc/2AVV-BYRB, perma.cc/3FSK-UMX4, Madagascar_Telma_2023_Orbis","perma.cc/2AVV-BYRB, Tanzania_Tigo_2022_Orbis(2)","NA","NA","No, it should be fine for now (until we implement further intercoder reliability tests)","NA"
"18.08.2023","Ying",2021,"Madagascar","MAG","MAG3","Telma (also Telecom Malagasy, Telma Mobile)","Telma","ORG-TM3-AFRINIC","37054",1994,2006,0,"NA","NA","NA","unknown","unknown","unknown","19",19,"NA","NA",0,"NA","NA","NA","NA","NA","NA","NA",NA,NA,"NA",NA,"NA","NA","NA","NA","NA","NA",NA,NA,"NA",NA,NA,NA,NA,NA,NA,NA,"perma.cc/2AVV-BYRB, perma.cc/3FSK-UMX4, Madagascar_Telma_2023_Orbis","perma.cc/2AVV-BYRB, Tanzania_Tigo_2022_Orbis(2)","NA","NA","No, it should be fine for now (until we implement further intercoder reliability tests)","NA"
"18.08.2023","Ying",2020,"Madagascar","MAG","MAG3","Telma (also Telecom Malagasy, Telma Mobile)","Telma","ORG-TM3-AFRINIC","37054",1994,2006,0,"NA","NA","NA","Axian Telecom","Mauritius","NA","81",81,"NA","NA",0,"NA","NA","NA","Hassanein Shahreza Hiridjee","Madagascar","individual/family","100",100,NA,"NA",0,"NA","NA","NA","NA","NA","NA",NA,NA,"NA","NA","NA",NA,"NA",NA,"NA","NA","perma.cc/2AVV-BYRB, perma.cc/3FSK-UMX4, Madagascar_Telma_2023_Orbis","perma.cc/2AVV-BYRB, Tanzania_Tigo_2022_Orbis(2)","NA","NA","No, it should be fine for now (until we implement further intercoder reliability tests)","NA"
"18.08.2023","Ying",2020,"Madagascar","MAG","MAG3","Telma (also Telecom Malagasy, Telma Mobile)","Telma","ORG-TM3-AFRINIC","37054",1994,2006,0,"NA","NA","NA","unknown","unknown","unknown","19",19,"NA","NA",0,"NA","NA","NA","NA","NA","NA","NA",NA,NA,"NA",NA,"NA","NA","NA","NA","NA","NA",NA,NA,"NA",NA,NA,NA,NA,NA,NA,NA,"perma.cc/2AVV-BYRB, perma.cc/3FSK-UMX4, Madagascar_Telma_2023_Orbis","perma.cc/2AVV-BYRB, Tanzania_Tigo_2022_Orbis(2)","NA","NA","No, it should be fine for now (until we implement further intercoder reliability tests)","NA"
"03.09.2023","Ying",2022,"Malawi","MAW","MAW1","Airtel Malawi (former Zain, Celtel, MTC)","Airtel","ORG-ZM1-AFRINIC","37440",1999,1999,1,"Malawi Stock Exchange","2020","0","Airtel Africa","United Kingdom","NA","80",80,"NA","NA",1,"Nigerian Stock Exchange, London Stock Exchange","2019,2019","0","Bharti Airtel","India","corporation","56.01",56.01,NA,"NA",1,"Bombay Stock Exchange, National Stock Exchange of India","2002,2002","0","NA","NA","NA",NA,NA,"NA","Sunil Bharti Mittal and family","India",0,"NA",5,"Bharti Enterprise","corporation","perma.cc/J5UJ-E8XF, perma.cc/JWZ6-FHEA, Malawi_Airtel_2023_Orbis","perma.cc/J5UJ-E8XF, Airtel_2022_Orbis(1), Airtel_2022_Orbis(5)","NA","perma.cc/8U55-7FFD, Airtel_2022_Orbis(4), Malawi_Airtel_2023_Orbis","No, it should be fine for now (until we implement further intercoder reliability tests)","NA"
"03.09.2023","Ying",2022,"Malawi","MAW","MAW1","Airtel Malawi (former Zain, Celtel, MTC)","Airtel","ORG-ZM1-AFRINIC","37440",1999,1999,1,"Malawi Stock Exchange","2020","0","Airtel Africa","United Kingdom","NA","80",80,"NA","NA",1,"Nigerian Stock Exchange, London Stock Exchange","2019,2019","0","Float","unknown","corporation","36.21",36.21,NA,"NA",NA,"NA","NA","NA","NA","NA","NA",NA,NA,"NA","NA","NA",NA,"NA",NA,"NA","NA","perma.cc/J5UJ-E8XF, perma.cc/JWZ6-FHEA, Malawi_Airtel_2023_Orbis","perma.cc/J5UJ-E8XF, Airtel_2022_Orbis(1)","NA","NA","No, it should be fine for now (until we implement further intercoder reliability tests)","NA"
"03.09.2023","Ying",2022,"Malawi","MAW","MAW1","Airtel Malawi (former Zain, Celtel, MTC)","Airtel","ORG-ZM1-AFRINIC","37440",1999,1999,1,"Malawi Stock Exchange","2020","0","Airtel Africa","United Kingdom","NA","80",80,"NA","NA",1,"Nigerian Stock Exchange, London Stock Exchange","2019,2019","0","Indian Continent","Mauritius","finance","7.78",7.78,NA,"NA",0,"NA","NA","NA","NA","NA","NA",NA,NA,"NA","Sunil Bharti Mittal and family","India",0,"NA",4,"Bharti Enterprise","corporation","perma.cc/J5UJ-E8XF, perma.cc/JWZ6-FHEA, Malawi_Airtel_2023_Orbis","perma.cc/J5UJ-E8XF, Airtel_2022_Orbis(1)","NA","Airtel_2022_Orbis(3), Airtel_2022_Orbis(4), perma.cc/NG2G-7WN2","No, it should be fine for now (until we implement further intercoder reliability tests)","NA"
"03.09.2023","Ying",2022,"Malawi","MAW","MAW1","Airtel Malawi (former Zain, Celtel, MTC)","Airtel","ORG-ZM1-AFRINIC","37440",1999,1999,1,"Malawi Stock Exchange","2020","0","Float","unknown","corporation","11.4",11.4,"NA","NA",0,"NA","NA","NA","NA","NA","NA","NA",NA,NA,"NA",NA,"NA","NA","NA","NA","NA","NA",NA,NA,"NA","NA","NA",NA,"NA",NA,"NA","NA","perma.cc/JWZ6-FHEA, Malawi_Airtel_2023_Orbis","NA","NA","NA","No, it should be fine for now (until we implement further intercoder reliability tests)","NA"
"03.09.2023","Ying",2022,"Malawi","MAW","MAW1","Airtel Malawi (former Zain, Celtel, MTC)","Airtel","ORG-ZM1-AFRINIC","37440",1999,1999,1,"Malawi Stock Exchange","2020","0","Old Mutual Life Assurance","Malawi","NA","8.6",8.6,"NA","NA",0,"NA","NA","NA","Old Mutual Ltd","South Africa","finance","72",72,NA,"NA",1,"Johannesburg Stock Exchange, London Stock Exchange, Malawi Stock Exchange, Namibia Stock Exchange, Zimbabwe Stock Exchange","2018,2018,2018,2018,2018","0","NA","NA","NA",NA,NA,"NA","NA","NA",NA,"NA",NA,"NA","NA","perma.cc/JWZ6-FHEA, Malawi_Airtel_2023_Orbis","perma.cc/65L2-RGTV, perma.cc/VML3-23CV, Old Mutual_2023_Orbis","NA","NA","No, it should be fine for now (until we implement further intercoder reliability tests)","NA"
"03.09.2023","Ying",2022,"Malawi","MAW","MAW1","Airtel Malawi (former Zain, Celtel, MTC)","Airtel","ORG-ZM1-AFRINIC","37440",1999,1999,1,"Malawi Stock Exchange","2020","0","Old Mutual Life Assurance","Malawi","NA","8.6",8.6,"NA","NA",0,"NA","NA","NA","unknown","unknown","unknown","28",28,NA,"NA",NA,"NA","NA","NA","NA","NA","NA",NA,NA,"NA","NA","NA",NA,"NA",NA,"NA","NA","perma.cc/JWZ6-FHEA, Malawi_Airtel_2023_Orbis","perma.cc/65L2-RGTV, perma.cc/VML3-23CV, Old Mutual_2023_Orbis","NA","NA","No, it should be fine for now (until we implement further intercoder reliability tests)","NA"
"03.09.2023","Ying",2021,"Malawi","MAW","MAW1","Airtel Malawi (former Zain, Celtel, MTC)","Airtel","ORG-ZM1-AFRINIC","37440",1999,1999,1,"Malawi Stock Exchange","2020","0","Airtel Africa","United Kingdom","NA","80",80,"NA","NA",1,"Nigerian Stock Exchange, London Stock Exchange","2019,2019","0","Bharti Airtel","India","corporation","56.01",56.01,NA,"NA",1,"Bombay Stock Exchange, National Stock Exchange of India","2002,2002","0","NA","NA","NA",NA,NA,"NA","Sunil Bharti Mittal and family","India",0,"NA",5,"Bharti Enterprise","corporation","perma.cc/D8RZ-PE7C, perma.cc/R4DB-U4NQ, Malawi_Airtel_2023_Orbis","perma.cc/D8RZ-PE7C, Airtel_2022_Orbis(1), Airtel_2022_Orbis(5)","NA","perma.cc/5QN3-SZMX, Airtel_2022_Orbis(4), Malawi_Airtel_2023_Orbis","No, it should be fine for now (until we implement further intercoder reliability tests)","NA"
"03.09.2023","Ying",2021,"Malawi","MAW","MAW1","Airtel Malawi (former Zain, Celtel, MTC)","Airtel","ORG-ZM1-AFRINIC","37440",1999,1999,1,"Malawi Stock Exchange","2020","0","Airtel Africa","United Kingdom","NA","80",80,"NA","NA",1,"Nigerian Stock Exchange, London Stock Exchange","2019,2019","0","Float","unknown","corporation","25.67",25.67,NA,"NA",NA,"NA","NA","NA","NA","NA","NA",NA,NA,"NA","NA","NA",NA,"NA",NA,"NA","NA","perma.cc/D8RZ-PE7C, perma.cc/R4DB-U4NQ, Malawi_Airtel_2023_Orbis","perma.cc/D8RZ-PE7C, Airtel_2022_Orbis(1)","NA","NA","No, it should be fine for now (until we implement further intercoder reliability tests)","NA"
"03.09.2023","Ying",2021,"Malawi","MAW","MAW1","Airtel Malawi (former Zain, Celtel, MTC)","Airtel","ORG-ZM1-AFRINIC","37440",1999,1999,1,"Malawi Stock Exchange","2020","0","Airtel Africa","United Kingdom","NA","80",80,"NA","NA",1,"Nigerian Stock Exchange, London Stock Exchange","2019,2019","0","Indian Continent","Mauritius","finance","7.78",7.78,NA,"NA",0,"NA","NA","NA","NA","NA","NA",NA,NA,"NA","Sunil Bharti Mittal and family","India",0,"NA",4,"Bharti Enterprise","corporation","perma.cc/D8RZ-PE7C, perma.cc/R4DB-U4NQ, Malawi_Airtel_2023_Orbis","perma.cc/D8RZ-PE7C, Airtel_2022_Orbis(1)","NA","Airtel_2022_Orbis(3), Airtel_2022_Orbis(4), perma.cc/NG2G-7WN2","No, it should be fine for now (until we implement further intercoder reliability tests)","NA"
"03.09.2023","Ying",2021,"Malawi","MAW","MAW1","Airtel Malawi (former Zain, Celtel, MTC)","Airtel","ORG-ZM1-AFRINIC","37440",1999,1999,1,"Malawi Stock Exchange","2020","0","Airtel Africa","United Kingdom","NA","80",80,"NA","NA",1,"Nigerian Stock Exchange, London Stock Exchange","2019,2019","0","Singtel","Singapore","state","5.54",5.54,NA,"NA",1,"Singapore stock exchange","1993","0","NA","NA","NA",NA,NA,"NA","NA","NA",NA,"NA",NA,"NA","NA","perma.cc/D8RZ-PE7C, perma.cc/R4DB-U4NQ, Malawi_Airtel_2023_Orbis","perma.cc/D8RZ-PE7C, Airtel_2022_Orbis(1), perma.cc/4474-A6LG, perma.cc/7ELB-29PY, Airtel_2022_Orbis(2)","NA","NA","No, it should be fine for now (until we implement further intercoder reliability tests)","NA"
"03.09.2023","Ying",2021,"Malawi","MAW","MAW1","Airtel Malawi (former Zain, Celtel, MTC)","Airtel","ORG-ZM1-AFRINIC","37440",1999,1999,1,"Malawi Stock Exchange","2020","0","Airtel Africa","United Kingdom","NA","80",80,"NA","NA",1,"Nigerian Stock Exchange, London Stock Exchange","2019,2019","0","Warburg Pincus","USA","finance","5",5,NA,"NA",0,"NA","NA","NA","NA","NA","NA",NA,NA,"NA","NA","NA",NA,"NA",NA,"NA","NA","perma.cc/D8RZ-PE7C, perma.cc/R4DB-U4NQ, Malawi_Airtel_2023_Orbis","perma.cc/D8RZ-PE7C, Airtel_2022_Orbis(1)","NA","NA","No, it should be fine for now (until we implement further intercoder reliability tests)","NA"
"03.09.2023","Ying",2021,"Malawi","MAW","MAW1","Airtel Malawi (former Zain, Celtel, MTC)","Airtel","ORG-ZM1-AFRINIC","37440",1999,1999,1,"Malawi Stock Exchange","2020","0","Float","unknown","corporation","11.4",11.4,"NA","NA",0,"NA","NA","NA","NA","NA","NA","NA",NA,NA,"NA",NA,"NA","NA","NA","NA","NA","NA",NA,NA,"NA","NA","NA",NA,"NA",NA,"NA","NA","perma.cc/R4DB-U4NQ, Malawi_Airtel_2023_Orbis","NA","NA","NA","No, it should be fine for now (until we implement further intercoder reliability tests)","NA"
"03.09.2023","Ying",2021,"Malawi","MAW","MAW1","Airtel Malawi (former Zain, Celtel, MTC)","Airtel","ORG-ZM1-AFRINIC","37440",1999,1999,1,"Malawi Stock Exchange","2020","0","Old Mutual Life Assurance","Malawi","NA","8.6",8.6,"NA","NA",0,"NA","NA","NA","Old Mutual Ltd","South Africa","finance","72",72,NA,"NA",1,"Johannesburg Stock Exchange, London Stock Exchange, Malawi Stock Exchange, Namibia Stock Exchange, Zimbabwe Stock Exchange","2018,2018,2018,2018,2018","0","NA","NA","NA",NA,NA,"NA","NA","NA",NA,"NA",NA,"NA","NA","perma.cc/R4DB-U4NQ, Malawi_Airtel_2023_Orbis","perma.cc/64JD-4WRZ, perma.cc/VML3-23CV, Old Mutual_2023_Orbis","NA","NA","No, it should be fine for now (until we implement further intercoder reliability tests)","NA"
"03.09.2023","Ying",2021,"Malawi","MAW","MAW1","Airtel Malawi (former Zain, Celtel, MTC)","Airtel","ORG-ZM1-AFRINIC","37440",1999,1999,1,"Malawi Stock Exchange","2020","0","Old Mutual Life Assurance","Malawi","NA","8.6",8.6,"NA","NA",0,"NA","NA","NA","unknown","unknown","unknown","28",28,NA,"NA",NA,"NA","NA","NA","NA","NA","NA",NA,NA,"NA","NA","NA",NA,"NA",NA,"NA","NA","perma.cc/R4DB-U4NQ, Malawi_Airtel_2023_Orbis","perma.cc/64JD-4WRZ, perma.cc/VML3-23CV, Old Mutual_2023_Orbis","NA","NA","No, it should be fine for now (until we implement further intercoder reliability tests)","NA"
"03.09.2023","Ying",2020,"Malawi","MAW","MAW1","Airtel Malawi (former Zain, Celtel, MTC)","Airtel","ORG-ZM1-AFRINIC","37440",1999,1999,1,"Malawi Stock Exchange","2020","0","Airtel Africa","United Kingdom","NA","80",80,"NA","NA",1,"Nigerian Stock Exchange, London Stock Exchange","2019,2019","0","Bharti Airtel","India","corporation","56.01",56.01,NA,"NA",1,"Bombay Stock Exchange, National Stock Exchange of India","2002,2002","0","NA","NA","NA",NA,NA,"NA","Sunil Bharti Mittal and family","India",0,"NA",5,"Bharti Enterprise","corporation","perma.cc/38G5-XABZ, perma.cc/W7ZF-DPNG, Malawi_Airtel_2023_Orbis","perma.cc/38G5-XABZ, Airtel_2022_Orbis(1), Airtel_2022_Orbis(5)","NA","perma.cc/2MVV-J9RU,  Airtel_2022_Orbis(4), Malawi_Airtel_2023_Orbis","No, it should be fine for now (until we implement further intercoder reliability tests)","NA"
"03.09.2023","Ying",2020,"Malawi","MAW","MAW1","Airtel Malawi (former Zain, Celtel, MTC)","Airtel","ORG-ZM1-AFRINIC","37440",1999,1999,1,"Malawi Stock Exchange","2020","0","Airtel Africa","United Kingdom","NA","80",80,"NA","NA",1,"Nigerian Stock Exchange, London Stock Exchange","2019,2019","0","Float","unknown","corporation","25.67",25.67,NA,"NA",NA,"NA","NA","NA","NA","NA","NA",NA,NA,"NA","NA","NA",NA,"NA",NA,"NA","NA","perma.cc/38G5-XABZ, perma.cc/W7ZF-DPNG, Malawi_Airtel_2023_Orbis","perma.cc/38G5-XABZ, Airtel_2022_Orbis(1)","NA","NA","No, it should be fine for now (until we implement further intercoder reliability tests)","NA"
"03.09.2023","Ying",2020,"Malawi","MAW","MAW1","Airtel Malawi (former Zain, Celtel, MTC)","Airtel","ORG-ZM1-AFRINIC","37440",1999,1999,1,"Malawi Stock Exchange","2020","0","Airtel Africa","United Kingdom","NA","80",80,"NA","NA",1,"Nigerian Stock Exchange, London Stock Exchange","2019,2019","0","Indian Continent","Mauritius","finance","7.78",7.78,NA,"NA",0,"NA","NA","NA","NA","NA","NA",NA,NA,"NA","Sunil Bharti Mittal and family","India",0,"NA",4,"Bharti Enterprise","corporation","perma.cc/38G5-XABZ, perma.cc/W7ZF-DPNG, Malawi_Airtel_2023_Orbis","perma.cc/38G5-XABZ, Airtel_2022_Orbis(1)","NA","Airtel_2022_Orbis(3), Airtel_2022_Orbis(4), perma.cc/NG2G-7WN2","No, it should be fine for now (until we implement further intercoder reliability tests)","NA"
"03.09.2023","Ying",2020,"Malawi","MAW","MAW1","Airtel Malawi (former Zain, Celtel, MTC)","Airtel","ORG-ZM1-AFRINIC","37440",1999,1999,1,"Malawi Stock Exchange","2020","0","Airtel Africa","United Kingdom","NA","80",80,"NA","NA",1,"Nigerian Stock Exchange, London Stock Exchange","2019,2019","0","Singtel","Singapore","state","5.54",5.54,NA,"NA",1,"Singapore stock exchange","1993","0","NA","NA","NA",NA,NA,"NA","NA","NA",NA,"NA",NA,"NA","NA","perma.cc/38G5-XABZ, perma.cc/W7ZF-DPNG, Malawi_Airtel_2023_Orbis","perma.cc/38G5-XABZ, Airtel_2022_Orbis(1), perma.cc/5U7E-CCZ5, perma.cc/YW38-G6JS, Airtel_2022_Orbis(2)","NA","NA","No, it should be fine for now (until we implement further intercoder reliability tests)","NA"
"03.09.2023","Ying",2020,"Malawi","MAW","MAW1","Airtel Malawi (former Zain, Celtel, MTC)","Airtel","ORG-ZM1-AFRINIC","37440",1999,1999,1,"Malawi Stock Exchange","2020","0","Airtel Africa","United Kingdom","NA","80",80,"NA","NA",1,"Nigerian Stock Exchange, London Stock Exchange","2019,2019","0","Warburg Pincus","USA","finance","5",5,NA,"NA",0,"NA","NA","NA","NA","NA","NA",NA,NA,"NA","NA","NA",NA,"NA",NA,"NA","NA","perma.cc/38G5-XABZ, perma.cc/W7ZF-DPNG, Malawi_Airtel_2023_Orbis","perma.cc/38G5-XABZ, Airtel_2022_Orbis(1)","NA","NA","No, it should be fine for now (until we implement further intercoder reliability tests)","NA"
"03.09.2023","Ying",2020,"Malawi","MAW","MAW1","Airtel Malawi (former Zain, Celtel, MTC)","Airtel","ORG-ZM1-AFRINIC","37440",1999,1999,1,"Malawi Stock Exchange","2020","0","Float","unknown","corporation","10.53",10.53,"NA","NA",0,"NA","NA","NA","NA","NA","NA","NA",NA,NA,"NA",NA,"NA","NA","NA","NA","NA","NA",NA,NA,"NA","NA","NA",NA,"NA",NA,"NA","NA","perma.cc/W7ZF-DPNG, Malawi_Airtel_2023_Orbis","NA","NA","NA","No, it should be fine for now (until we implement further intercoder reliability tests)","NA"
"03.09.2023","Ying",2020,"Malawi","MAW","MAW1","Airtel Malawi (former Zain, Celtel, MTC)","Airtel","ORG-ZM1-AFRINIC","37440",1999,1999,1,"Malawi Stock Exchange","2020","0","Old Mutual Life Assurance","Malawi","NA","9.4700000000000006",9.47,"NA","NA",0,"NA","NA","NA","Old Mutual Ltd","South Africa","finance","72",72,NA,"NA",1,"Johannesburg Stock Exchange, London Stock Exchange, Malawi Stock Exchange, Namibia Stock Exchange, Zimbabwe Stock Exchange","2018,2018,2018,2018,2018","0","NA","NA","NA",NA,NA,"NA","NA","NA",NA,"NA",NA,"NA","NA","perma.cc/W7ZF-DPNG, Malawi_Airtel_2023_Orbis","perma.cc/T59Z-8MQJ, perma.cc/VML3-23CV, Old Mutual_2023_Orbis","NA","NA","No, it should be fine for now (until we implement further intercoder reliability tests)","NA"
"03.09.2023","Ying",2020,"Malawi","MAW","MAW1","Airtel Malawi (former Zain, Celtel, MTC)","Airtel","ORG-ZM1-AFRINIC","37440",1999,1999,1,"Malawi Stock Exchange","2020","0","Old Mutual Life Assurance","Malawi","NA","9.4700000000000006",9.47,"NA","NA",0,"NA","NA","NA","unknown","unknown","unknown","28",28,NA,"NA",NA,"NA","NA","NA","NA","NA","NA",NA,NA,"NA","NA","NA",NA,"NA",NA,"NA","NA","perma.cc/W7ZF-DPNG, Malawi_Airtel_2023_Orbis","perma.cc/T59Z-8MQJ, perma.cc/VML3-23CV, Old Mutual_2023_Orbis","NA","NA","No, it should be fine for now (until we implement further intercoder reliability tests)","NA"
"03.09.2023","Ying",2022,"Malawi","MAW","MAW2","Malawi Telecommunications Limited","MTL","ORG-MTL5-AFRINIC","36969",1986,0,NA,"NA","NA","NA","Press Corporation","Malawi","NA","52.7",52.7,"NA","NA",1,"Malawi Stock Exchange","1998","0","Press Trust","Malawi","state","47.58",47.58,NA,"NA",0,"NA","NA","NA","NA","NA","NA",NA,NA,"NA","NA","NA",NA,"NA",NA,"NA","NA","perma.cc/E4R8-2XBH, perma.cc/Q75M-JPV4, Malawi_MTL_2023_Nexis","perma.cc/E4R8-2XBH","NA","NA","No, it should be fine for now (until we implement further intercoder reliability tests)","NA"
"03.09.2023","Ying",2022,"Malawi","MAW","MAW2","Malawi Telecommunications Limited","MTL","ORG-MTL5-AFRINIC","36969",1986,0,NA,"NA","NA","NA","Press Corporation","Malawi","NA","52.7",52.7,"NA","NA",1,"Malawi Stock Exchange","1998","0","Float","unknown","corporation","36.130000000000003",36.13,NA,"NA",NA,"NA","NA","NA","NA","NA","NA",NA,NA,"NA","NA","NA",NA,"NA",NA,"NA","NA","perma.cc/E4R8-2XBH, perma.cc/Q75M-JPV4, Malawi_MTL_2023_Nexis","perma.cc/E4R8-2XBH","NA","NA","No, it should be fine for now (until we implement further intercoder reliability tests)","NA"
"03.09.2023","Ying",2022,"Malawi","MAW","MAW2","Malawi Telecommunications Limited","MTL","ORG-MTL5-AFRINIC","36969",1986,0,NA,"NA","NA","NA","Press Corporation","Malawi","NA","52.7",52.7,"NA","NA",1,"Malawi Stock Exchange","1998","0","Old Mutual Life Assurance of Malawi","Malawi","finance","16.29",16.29,NA,"NA",0,"NA","NA","NA","NA","NA","NA",NA,NA,"NA","NA","NA",NA,"NA",NA,"NA","NA","perma.cc/E4R8-2XBH, perma.cc/Q75M-JPV4, Malawi_MTL_2023_Nexis","perma.cc/E4R8-2XBH","NA","NA","No, it should be fine for now (until we implement further intercoder reliability tests)","NA"
"03.09.2023","Ying",2022,"Malawi","MAW","MAW2","Malawi Telecommunications Limited","MTL","ORG-MTL5-AFRINIC","36969",1986,0,NA,"NA","NA","NA","Government of Malawi","Malawi","state","20",20,"NA","NA",0,"NA","NA","NA","NA","NA","NA","NA",NA,NA,"NA",NA,"NA","NA","NA","NA","NA","NA",NA,NA,"NA","NA","NA",NA,"NA",NA,"NA","NA","perma.cc/E4R8-2XBH, perma.cc/Q75M-JPV4, Malawi_MTL_2023_Nexis","NA","NA","NA","No, it should be fine for now (until we implement further intercoder reliability tests)","NA"
