"Zeitstempel","Please indicate your first name","year","country","cc","company_id","company_name","commercial_name","NIC_id","ASN","company_market_entry","GSM_license","company_listed","company_listed_exchange","company_listed_year","company_unlisted_year","sh_group_name","sh_group_hq","sh_majority_type","sh_share","sh_share_r","sh_group_pol_entourage","sh_group_pol_type","sh_listed","sh_listed_exchange","sh_listed_year","sh_unlisted_year","sh_mother_group_name","sh_mother_group_hq","sh_mother_type","sh_mother_share","sh_mother_share_r","sh_mother_pol_entourage","sh_mother_pol_type","sh_mother_listed","sh_mother_listed_exchange","sh_mother_listed_year","sh_mother_unlisted_year","ind_name","ind_hq","ind_share","ind_share_r","ind_pol_entourage","ind_pol_type","last_name","last_hq","last_pol_entourage","last_pol_type","last_level","last_level_comp","last_level_comp_type","source_shareholder1","source_shareholder2","source_shareholder3","source_lastshareholder","Based on your coding experience for this particular year of the ISP company, is a validity check more needed than elsewhere?","comments"
"31.05.2023 16:35:45","Ying",2020,"Tanzania","TAZ","TAZ5","Vodacom Tanzania","Vodacom","ORG-VTL1-AFRINIC","36908",2000,2000,1,"Dar Es Salaam stock exchange","2017","0","Government Employees Pension Fund (via Public Investment Corporation)","South Africa","state","7.3",7.3,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"perma.cc/XM37-SN5R, Tanzania_Vodacom_2022_Orbis, Tanzania_Vodacom_2022_Eikon",NA,NA,NA,"No, it should be fine for now (until we implement further intercoder reliability tests)",NA
"28.04.2023 03:12:19","Ying",2022,"Tunisia","TUN","TUN1","Ooredoo Tunisia (formerly Orascom Telecom Tunisia, Tunisiana)","Ooredoo","ORG-TS4-AFRINIC","37693",2002,2002,0,NA,NA,NA,"Ooredoo group","Qatar",NA,"84.1",84.1,NA,NA,1,"Abu Dhabi Stock Exchange, Qatar Stock Exchange","2002,1999","0","Qatar Investment Authority (via Qatar Holding)","Qatar","state","52.0",52,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"perma.cc/7DMA-KY3C, Tunisia_Ooredoo_2022_Orbis","perma.cc/7DMA-KY3C, Ooredoo_2022_Orbis",NA,NA,"No, it should be fine for now (until we implement further intercoder reliability tests)",NA
"28.04.2023 03:19:30","Ying",2022,"Tunisia","TUN","TUN1","Ooredoo Tunisia (formerly Orascom Telecom Tunisia, Tunisiana)","Ooredoo","ORG-TS4-AFRINIC","37693",2002,2002,0,NA,NA,NA,"Ooredoo group","Qatar",NA,"84.1",84.1,NA,NA,1,"Abu Dhabi Stock Exchange, Qatar Stock Exchange","2002,1999","0","Float","unknown","corporation","25.0",25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"perma.cc/7DMA-KY3C, Tunisia_Ooredoo_2022_Orbis","perma.cc/7DMA-KY3C, Ooredoo_2022_Orbis",NA,NA,"No, it should be fine for now (until we implement further intercoder reliability tests)",NA
"28.04.2023 03:25:09","Ying",2022,"Tunisia","TUN","TUN1","Ooredoo Tunisia (formerly Orascom Telecom Tunisia, Tunisiana)","Ooredoo","ORG-TS4-AFRINIC","37693",2002,2002,0,NA,NA,NA,"Ooredoo group","Qatar",NA,"84.1",84.1,NA,NA,1,"Abu Dhabi Stock Exchange, Qatar Stock Exchange","2002,1999","0","General Retirement and Social Insurance Authority","Qatar","state","13.0",13,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"perma.cc/7DMA-KY3C, Tunisia_Ooredoo_2022_Orbis","perma.cc/7DMA-KY3C, Ooredoo_2022_Orbis",NA,NA,"No, it should be fine for now (until we implement further intercoder reliability tests)",NA
"28.04.2023 03:30:10","Ying",2022,"Tunisia","TUN","TUN1","Ooredoo Tunisia (formerly Orascom Telecom Tunisia, Tunisiana)","Ooredoo","ORG-TS4-AFRINIC","37693",2002,2002,0,NA,NA,NA,"Ooredoo group","Qatar",NA,"84.1",84.1,NA,NA,1,"Abu Dhabi Stock Exchange, Qatar Stock Exchange","2002,1999","0","Abu Dhabi Investment Authority","United Arab Emirates","state","10.0",10,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"perma.cc/7DMA-KY3C, Tunisia_Ooredoo_2022_Orbis","perma.cc/7DMA-KY3C, Ooredoo_2022_Orbis",NA,NA,"No, it should be fine for now (until we implement further intercoder reliability tests)",NA
"28.04.2023 03:35:02","Ying",2022,"Tunisia","TUN","TUN1","Ooredoo Tunisia (formerly Orascom Telecom Tunisia, Tunisiana)","Ooredoo","ORG-TS4-AFRINIC","37693",2002,2002,0,NA,NA,NA,"Al Karama Holding","Tunisia",NA,"10.0",10,NA,NA,0,NA,NA,NA,"Government of Tunisia","Tunisia","state","100",100,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"perma.cc/ZJH6-B34X, perma.cc/MBA4-K6F9","perma.cc/ZJH6-B34X, perma.cc/MBA4-K6F9",NA,NA,"No, it should be fine for now (until we implement further intercoder reliability tests)",NA
"28.04.2023 03:40:29","Ying",2022,"Tunisia","TUN","TUN1","Ooredoo Tunisia (formerly Orascom Telecom Tunisia, Tunisiana)","Ooredoo","ORG-TS4-AFRINIC","37693",2002,2002,0,NA,NA,NA,"Private investors","unknown",NA,"5.9",5.9,NA,NA,NA,NA,NA,NA,"unknown","unknown","unknown","unknown",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"perma.cc/7DMA-KY3C, perma.cc/ZJH6-B34X, perma.cc/MBA4-K6F9","perma.cc/7DMA-KY3C, perma.cc/ZJH6-B34X, perma.cc/MBA4-K6F9",NA,NA,"No, it should be fine for now (until we implement further intercoder reliability tests)",NA
"28.04.2023 02:34:24","Ying",2021,"Tunisia","TUN","TUN1","Ooredoo Tunisia (formerly Orascom Telecom Tunisia, Tunisiana)","Ooredoo","ORG-TS4-AFRINIC","37693",2002,2002,0,NA,NA,NA,"Ooredoo group","Qatar",NA,"84.1",84.1,NA,NA,1,"Abu Dhabi Stock Exchange, Qatar Stock Exchange","2002,1999","0","Qatar Investment Authority (via Qatar Holding)","Qatar","state","51.7",51.7,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"perma.cc/7LZ5-5F2A, Tunisia_Ooredoo_2022_Orbis","perma.cc/7LZ5-5F2A, Ooredoo_2022_Orbis",NA,NA,"No, it should be fine for now (until we implement further intercoder reliability tests)",NA
"28.04.2023 02:39:57","Ying",2021,"Tunisia","TUN","TUN1","Ooredoo Tunisia (formerly Orascom Telecom Tunisia, Tunisiana)","Ooredoo","ORG-TS4-AFRINIC","37693",2002,2002,0,NA,NA,NA,"Ooredoo group","Qatar",NA,"84.1",84.1,NA,NA,1,"Abu Dhabi Stock Exchange, Qatar Stock Exchange","2002,1999","0","Float","unknown","corporation","25.3",25.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"perma.cc/7LZ5-5F2A, Tunisia_Ooredoo_2022_Orbis","perma.cc/7LZ5-5F2A, Ooredoo_2022_Orbis",NA,NA,"No, it should be fine for now (until we implement further intercoder reliability tests)",NA
"28.04.2023 02:46:17","Ying",2021,"Tunisia","TUN","TUN1","Ooredoo Tunisia (formerly Orascom Telecom Tunisia, Tunisiana)","Ooredoo","ORG-TS4-AFRINIC","37693",2002,2002,0,NA,NA,NA,"Ooredoo group","Qatar",NA,"84.1",84.1,NA,NA,1,"Abu Dhabi Stock Exchange, Qatar Stock Exchange","2002,1999","0","General Retirement and Social Insurance Authority","Qatar","state","13.0",13,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"perma.cc/7LZ5-5F2A, Tunisia_Ooredoo_2022_Orbis","perma.cc/7LZ5-5F2A, Ooredoo_2022_Orbis",NA,NA,"No, it should be fine for now (until we implement further intercoder reliability tests)",NA
"28.04.2023 02:51:16","Ying",2021,"Tunisia","TUN","TUN1","Ooredoo Tunisia (formerly Orascom Telecom Tunisia, Tunisiana)","Ooredoo","ORG-TS4-AFRINIC","37693",2002,2002,0,NA,NA,NA,"Ooredoo group","Qatar",NA,"84.1",84.1,NA,NA,1,"Abu Dhabi Stock Exchange, Qatar Stock Exchange","2002,1999","0","Abu Dhabi Investment Authority","United Arab Emirates","state","10.0",10,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"perma.cc/7LZ5-5F2A, Tunisia_Ooredoo_2022_Orbis","perma.cc/7LZ5-5F2A, Ooredoo_2022_Orbis",NA,NA,"No, it should be fine for now (until we implement further intercoder reliability tests)",NA
"28.04.2023 02:56:56","Ying",2021,"Tunisia","TUN","TUN1","Ooredoo Tunisia (formerly Orascom Telecom Tunisia, Tunisiana)","Ooredoo","ORG-TS4-AFRINIC","37693",2002,2002,0,NA,NA,NA,"Al Karama Holding","Tunisia",NA,"10.0",10,NA,NA,0,NA,NA,NA,"Government of Tunisia","Tunisia","state","100",100,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"perma.cc/ZJH6-B34X, perma.cc/MBA4-K6F9","perma.cc/ZJH6-B34X, perma.cc/MBA4-K6F9",NA,NA,"No, it should be fine for now (until we implement further intercoder reliability tests)",NA
"28.04.2023 03:41:53","Ying",2021,"Tunisia","TUN","TUN1","Ooredoo Tunisia (formerly Orascom Telecom Tunisia, Tunisiana)","Ooredoo","ORG-TS4-AFRINIC","37693",2002,2002,0,NA,NA,NA,"Private investors","unknown",NA,"5.9",5.9,NA,NA,NA,NA,NA,NA,"unknown","unknown","unknown","unknown",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"perma.cc/7LZ5-5F2A, perma.cc/ZJH6-B34X, perma.cc/MBA4-K6F9","perma.cc/7LZ5-5F2A, perma.cc/ZJH6-B34X, perma.cc/MBA4-K6F9",NA,NA,"No, it should be fine for now (until we implement further intercoder reliability tests)",NA
"28.04.2023 01:59:09","Ying",2020,"Tunisia","TUN","TUN1","Ooredoo Tunisia (formerly Orascom Telecom Tunisia, Tunisiana)","Ooredoo","ORG-TS4-AFRINIC","37693",2002,2002,0,NA,NA,NA,"Ooredoo group","Qatar",NA,"84.1",84.1,NA,NA,1,"Abu Dhabi Stock Exchange, Qatar Stock Exchange","2002,1999","0","Qatar Investment Authority (via Qatar Holding)","Qatar","state","51.7",51.7,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"perma.cc/85UF-B9U4, Tunisia_Ooredoo_2022_Orbis","perma.cc/85UF-B9U4, Ooredoo_2022_Orbis",NA,NA,"No, it should be fine for now (until we implement further intercoder reliability tests)",NA
"28.04.2023 02:05:37","Ying",2020,"Tunisia","TUN","TUN1","Ooredoo Tunisia (formerly Orascom Telecom Tunisia, Tunisiana)","Ooredoo","ORG-TS4-AFRINIC","37693",2002,2002,0,NA,NA,NA,"Ooredoo group","Qatar",NA,"84.1",84.1,NA,NA,1,"Abu Dhabi Stock Exchange, Qatar Stock Exchange","2002,1999","0","Float","unknown","corporation","25.6",25.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"perma.cc/85UF-B9U4, Tunisia_Ooredoo_2022_Orbis","perma.cc/85UF-B9U4, Ooredoo_2022_Orbis",NA,NA,"No, it should be fine for now (until we implement further intercoder reliability tests)",NA
"28.04.2023 02:06:30","Ying",2020,"Tunisia","TUN","TUN1","Ooredoo Tunisia (formerly Orascom Telecom Tunisia, Tunisiana)","Ooredoo","ORG-TS4-AFRINIC","37693",2002,2002,0,NA,NA,NA,"Ooredoo group","Qatar",NA,"84.1",84.1,NA,NA,1,"Abu Dhabi Stock Exchange, Qatar Stock Exchange","2002,1999","0","General Retirement and Social Insurance Authority","Qatar","state","12.7",12.7,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"perma.cc/85UF-B9U4, Tunisia_Ooredoo_2022_Orbis","perma.cc/85UF-B9U4, Ooredoo_2022_Orbis",NA,NA,"No, it should be fine for now (until we implement further intercoder reliability tests)",NA
"28.04.2023 02:12:14","Ying",2020,"Tunisia","TUN","TUN1","Ooredoo Tunisia (formerly Orascom Telecom Tunisia, Tunisiana)","Ooredoo","ORG-TS4-AFRINIC","37693",2002,2002,0,NA,NA,NA,"Ooredoo group","Qatar",NA,"84.1",84.1,NA,NA,1,"Abu Dhabi Stock Exchange, Qatar Stock Exchange","2002,1999","0","Abu Dhabi Investment Authority","United Arab Emirates","state","10.0",10,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"perma.cc/85UF-B9U4, Tunisia_Ooredoo_2022_Orbis","perma.cc/85UF-B9U4, Ooredoo_2022_Orbis",NA,NA,"No, it should be fine for now (until we implement further intercoder reliability tests)",NA
"28.04.2023 02:21:20","Ying",2020,"Tunisia","TUN","TUN1","Ooredoo Tunisia (formerly Orascom Telecom Tunisia, Tunisiana)","Ooredoo","ORG-TS4-AFRINIC","37693",2002,2002,0,NA,NA,NA,"Al Karama Holding","Tunisia",NA,"10.0",10,NA,NA,0,NA,NA,NA,"Government of Tunisia","Tunisia","state","100",100,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"perma.cc/ZJH6-B34X, perma.cc/MBA4-K6F9","perma.cc/ZJH6-B34X, perma.cc/MBA4-K6F9",NA,NA,"No, it should be fine for now (until we implement further intercoder reliability tests)",NA
"28.04.2023 02:26:57","Ying",2020,"Tunisia","TUN","TUN1","Ooredoo Tunisia (formerly Orascom Telecom Tunisia, Tunisiana)","Ooredoo","ORG-TS4-AFRINIC","37693",2002,2002,0,NA,NA,NA,"Private investors","unknown",NA,"5.9",5.9,NA,NA,NA,NA,NA,NA,"unknown","unknown","unknown","unknown",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"perma.cc/85UF-B9U4, perma.cc/ZJH6-B34X, perma.cc/MBA4-K6F9","perma.cc/85UF-B9U4, perma.cc/ZJH6-B34X, perma.cc/MBA4-K6F9",NA,NA,"No, it should be fine for now (until we implement further intercoder reliability tests)",NA
"22.04.2023 15:21:35","Ying",2022,"Tunisia","TUN","TUN2","Orange Tunisia","Orange","ORG-OT3-AFRINIC","37492|328126",2010,2010,0,NA,NA,NA,"Al Karama Holding","Tunisia",NA,"51",51,NA,NA,0,NA,NA,NA,"Government of Tunisia","Tunisia","state","100",100,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"perma.cc/K9WT-NUL6, perma.cc/SP3A-X87R","perma.cc/N8SE-FCC5, perma.cc/SP3A-X87R",NA,NA,"No, it should be fine for now (until we implement further intercoder reliability tests)",NA
"22.04.2023 17:24:30","Ying",2022,"Tunisia","TUN","TUN2","Orange Tunisia","Orange","ORG-OT3-AFRINIC","37492|328126",2010,2010,0,NA,NA,NA,"Orange","France",NA,"49",49,NA,NA,1,"New York Stock Exchange, Euronext Paris","1997,1997","0","Float","unknown","corporation","69.41",69.41,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"perma.cc/X7R6-LDEW, perma.cc/JEU8-MWPL, perma.cc/SP3A-X87R","perma.cc/X7R6-LDEW, Orange_2022_Orbis",NA,NA,"No, it should be fine for now (until we implement further intercoder reliability tests)",NA
"22.04.2023 17:25:55","Ying",2022,"Tunisia","TUN","TUN2","Orange Tunisia","Orange","ORG-OT3-AFRINIC","37492|328126",2010,2010,0,NA,NA,NA,"Orange","France",NA,"49",49,NA,NA,1,"New York Stock Exchange, Euronext Paris","1997,1997","0","Government of France","France","state","13.39",13.39,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"perma.cc/X7R6-LDEW, perma.cc/JEU8-MWPL, perma.cc/SP3A-X87R","perma.cc/X7R6-LDEW, Orange_2022_Orbis",NA,NA,"No, it should be fine for now (until we implement further intercoder reliability tests)",NA
"22.04.2023 17:31:45","Ying",2022,"Tunisia","TUN","TUN2","Orange Tunisia","Orange","ORG-OT3-AFRINIC","37492|328126",2010,2010,0,NA,NA,NA,"Orange","France",NA,"49",49,NA,NA,1,"New York Stock Exchange, Euronext Paris","1997,1997","0","Bpifrance","France","state","9.56",9.56,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"perma.cc/X7R6-LDEW, perma.cc/JEU8-MWPL, perma.cc/SP3A-X87R","perma.cc/X7R6-LDEW, Orange_2022_Orbis",NA,NA,"No, it should be fine for now (until we implement further intercoder reliability tests)",NA
"22.04.2023 17:38:14","Ying",2022,"Tunisia","TUN","TUN2","Orange Tunisia","Orange","ORG-OT3-AFRINIC","37492|328126",2010,2010,0,NA,NA,NA,"Orange","France",NA,"49",49,NA,NA,1,"New York Stock Exchange, Euronext Paris","1997,1997","0","Orange Employees","France","corporation","7.64",7.64,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"perma.cc/X7R6-LDEW, perma.cc/JEU8-MWPL, perma.cc/SP3A-X87R","perma.cc/X7R6-LDEW, Orange_2022_Orbis",NA,NA,"No, it should be fine for now (until we implement further intercoder reliability tests)",NA
"22.04.2023 15:14:41","Ying",2021,"Tunisia","TUN","TUN2","Orange Tunisia","Orange","ORG-OT3-AFRINIC","37492|328126",2010,2010,0,NA,NA,NA,"Al Karama Holding","Tunisia",NA,"51",51,NA,NA,0,NA,NA,NA,"Government of Tunisia","Tunisia","state","100",100,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"perma.cc/K9WT-NUL6, perma.cc/SP3A-X87R","perma.cc/N8SE-FCC5, perma.cc/SP3A-X87R",NA,NA,"No, it should be fine for now (until we implement further intercoder reliability tests)",NA
"22.04.2023 17:10:09","Ying",2021,"Tunisia","TUN","TUN2","Orange Tunisia","Orange","ORG-OT3-AFRINIC","37492|328126",2010,2010,0,NA,NA,NA,"Orange","France",NA,"49",49,NA,NA,1,"New York Stock Exchange, Euronext Paris","1997,1997","0","Float","unknown","corporation","69.67",69.67,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"perma.cc/48UW-3S5S, perma.cc/JEU8-MWPL, perma.cc/SP3A-X87R","perma.cc/48UW-3S5S, Orange_2022_Orbis",NA,NA,"No, it should be fine for now (until we implement further intercoder reliability tests)",NA
"22.04.2023 16:42:46","Ying",2021,"Tunisia","TUN","TUN2","Orange Tunisia","Orange","ORG-OT3-AFRINIC","37492|328126",2010,2010,0,NA,NA,NA,"Orange","France",NA,"49",49,NA,NA,1,"New York Stock Exchange, Euronext Paris","1997,1997","0","Government of France","France","state","13.39",13.39,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"perma.cc/48UW-3S5S, perma.cc/JEU8-MWPL, perma.cc/SP3A-X87R","perma.cc/48UW-3S5S, Orange_2022_Orbis",NA,NA,"No, it should be fine for now (until we implement further intercoder reliability tests)",NA
"22.04.2023 16:51:01","Ying",2021,"Tunisia","TUN","TUN2","Orange Tunisia","Orange","ORG-OT3-AFRINIC","37492|328126",2010,2010,0,NA,NA,NA,"Orange","France",NA,"49",49,NA,NA,1,"New York Stock Exchange, Euronext Paris","1997,1997","0","Bpifrance","France","state","9.56",9.56,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"perma.cc/48UW-3S5S, perma.cc/JEU8-MWPL, perma.cc/SP3A-X87R","perma.cc/48UW-3S5S, Orange_2022_Orbis",NA,NA,"No, it should be fine for now (until we implement further intercoder reliability tests)",NA
"22.04.2023 16:57:39","Ying",2021,"Tunisia","TUN","TUN2","Orange Tunisia","Orange","ORG-OT3-AFRINIC","37492|328126",2010,2010,0,NA,NA,NA,"Orange","France",NA,"49",49,NA,NA,1,"New York Stock Exchange, Euronext Paris","1997,1997","0","Orange Employees","France","corporation","7.38",7.38,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"perma.cc/48UW-3S5S, perma.cc/JEU8-MWPL, perma.cc/SP3A-X87R","perma.cc/48UW-3S5S, Orange_2022_Orbis",NA,NA,"No, it should be fine for now (until we implement further intercoder reliability tests)",NA
"22.04.2023 15:07:11","Ying",2020,"Tunisia","TUN","TUN2","Orange Tunisia","Orange","ORG-OT3-AFRINIC","37492|328126",2010,2010,0,NA,NA,NA,"Al Karama Holding","Tunisia",NA,"51",51,NA,NA,0,NA,NA,NA,"Government of Tunisia","Tunisia","state","100",100,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"perma.cc/K9WT-NUL6, perma.cc/SP3A-X87R","perma.cc/N8SE-FCC5, perma.cc/SP3A-X87R",NA,NA,"No, it should be fine for now (until we implement further intercoder reliability tests)",NA
"22.04.2023 17:11:31","Ying",2020,"Tunisia","TUN","TUN2","Orange Tunisia","Orange","ORG-OT3-AFRINIC","37492|328126",2010,2010,0,NA,NA,NA,"Orange","France",NA,"49",49,NA,NA,1,"New York Stock Exchange, Euronext Paris","1997,1997","0","Float","unknown","corporation","70.91",70.91,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"perma.cc/NZ2B-975U, perma.cc/JEU8-MWPL, perma.cc/SP3A-X87R","perma.cc/NZ2B-975U, Orange_2022_Orbis",NA,NA,"No, it should be fine for now (until we implement further intercoder reliability tests)",NA
"22.04.2023 17:02:26","Ying",2020,"Tunisia","TUN","TUN2","Orange Tunisia","Orange","ORG-OT3-AFRINIC","37492|328126",2010,2010,0,NA,NA,NA,"Orange","France",NA,"49",49,NA,NA,1,"New York Stock Exchange, Euronext Paris","1997,1997","0","Government of France","France","state","13.39",13.39,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"perma.cc/NZ2B-975U, perma.cc/JEU8-MWPL, perma.cc/SP3A-X87R","perma.cc/NZ2B-975U, Orange_2022_Orbis",NA,NA,"No, it should be fine for now (until we implement further intercoder reliability tests)",NA
"22.04.2023 16:59:42","Ying",2020,"Tunisia","TUN","TUN2","Orange Tunisia","Orange","ORG-OT3-AFRINIC","37492|328126",2010,2010,0,NA,NA,NA,"Orange","France",NA,"49",49,NA,NA,1,"New York Stock Exchange, Euronext Paris","1997,1997","0","Bpifrance","France","state","9.56",9.56,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"perma.cc/NZ2B-975U, perma.cc/JEU8-MWPL, perma.cc/SP3A-X87R","perma.cc/NZ2B-975U, Orange_2022_Orbis",NA,NA,"No, it should be fine for now (until we implement further intercoder reliability tests)",NA
"22.04.2023 16:58:47","Ying",2020,"Tunisia","TUN","TUN2","Orange Tunisia","Orange","ORG-OT3-AFRINIC","37492|328126",2010,2010,0,NA,NA,NA,"Orange","France",NA,"49",49,NA,NA,1,"New York Stock Exchange, Euronext Paris","1997,1997","0","Orange Employees","France","corporation","6.14",6.14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"perma.cc/NZ2B-975U, perma.cc/JEU8-MWPL, perma.cc/SP3A-X87R","perma.cc/NZ2B-975U, Orange_2022_Orbis",NA,NA,"No, it should be fine for now (until we implement further intercoder reliability tests)",NA
"11.04.2023 15:54:32","Ying",2022,"Tunisia","TUN","TUN3","Tunisie Telecom","Tunisie Telecom","ORG-SNDT3-AFRINIC","2609|327934",1995,1998,0,NA,NA,NA,"Government of Tunisia","Tunisia","state","65",65,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Tunisia_Tunisie Telecom_2022_Orbis, perma.cc/7KM7-VPCQ",NA,NA,NA,"No, it should be fine for now (until we implement further intercoder reliability tests)","-"
"11.04.2023 16:02:45","Ying",2022,"Tunisia","TUN","TUN3","Tunisie Telecom","Tunisie Telecom","ORG-SNDT3-AFRINIC","2609|327934",1995,1998,0,NA,NA,NA,"Emirates International Telecommunications","United Arab Emirates","unknown","35",35,NA,NA,0,NA,NA,NA,"Government of Dubai (via Dubai Holding)","United Arab Emirates","state","100",100,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Tunisia_Tunisie Telecom_2022_Orbis, perma.cc/7KM7-VPCQ","Tunisia_Tunisie Telecom_2022_Orbis, Tunisia_Tunisie Telecom_2022_Eikon, perma.cc/8Y42-UVJG",NA,NA,"No, it should be fine for now (until we implement further intercoder reliability tests)","-"
"11.04.2023 15:37:18","Ying",2021,"Tunisia","TUN","TUN3","Tunisie Telecom","Tunisie Telecom","ORG-SNDT3-AFRINIC","2609|327934",1995,1998,0,NA,NA,NA,"Government of Tunisia","Tunisia","state","65",65,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Tunisia_Tunisie Telecom_2022_Orbis, perma.cc/7KM7-VPCQ",NA,NA,NA,"No, it should be fine for now (until we implement further intercoder reliability tests)","-"
"11.04.2023 15:45:53","Ying",2021,"Tunisia","TUN","TUN3","Tunisie Telecom","Tunisie Telecom","ORG-SNDT3-AFRINIC","2609|327934",1995,1998,0,NA,NA,NA,"Emirates International Telecommunications","United Arab Emirates","unknown","35",35,NA,NA,0,NA,NA,NA,"Government of Dubai (via Dubai Holding)","United Arab Emirates","state","100",100,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Tunisia_Tunisie Telecom_2022_Orbis, perma.cc/7KM7-VPCQ","Tunisia_Tunisie Telecom_2022_Orbis, Tunisia_Tunisie Telecom_2022_Eikon, perma.cc/8Y42-UVJG",NA,NA,"No, it should be fine for now (until we implement further intercoder reliability tests)","-"
"11.04.2023 15:10:04","Ying",2020,"Tunisia","TUN","TUN3","Tunisie Telecom","Tunisie Telecom","ORG-SNDT3-AFRINIC","2609|327934",1995,1998,0,NA,NA,NA,"Government of Tunisia","Tunisia","state","65",65,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Tunisia_Tunisie Telecom_2022_Orbis, perma.cc/7KM7-VPCQ",NA,NA,NA,"No, it should be fine for now (until we implement further intercoder reliability tests)","-"
